,sale,g,gTilde,costTilde,saleTilde,cta,overDi,costShipBasicHFO,costShip,costFuel,costAdd,costAll,maxCta,rocc,costRfrb,dcostCnt,dcostEco,nTransCnt,atOnce
2021.0,27841533632.64,15556255.602670807,0.00016762283078149232,0.022504829881704585,0.3,92805112108.8,31894159421.862793,0.0,0.0,2088563260.1610663,0.0,2088563260.1610663,103116791232.0,0.9,0.0,0.0,2088563260.1610663,18561022.42176,23.0
