,sale,g,gTilde,costTilde,saleTilde,cta,overDi,costShipBasicHFO,costShip,costFuel,costAdd,costAll,maxCta,rocc,costRfrb,dcostCnt,dcostEco,nTransCnt,atOnce
2021.0,16048532903.040003,8589168.959863042,0.00016055989064712642,0.021556347572016597,0.30000000000000004,53495109676.8,37893135792.35426,0.0,0.0,1153159177.5962493,0.0,1153159177.5962493,59439010752.0,0.9,0.0,0.0,1153159177.5962493,10699021.935360001,23.0
