,sale,g,gTilde,costTilde,saleTilde,cta,overDi,costShipBasicHFO,costShip,costFuel,costAdd,costAll,maxCta,rocc,costRfrb,dcostCnt,dcostEco,nTransCnt,atOnce
2021.0,28791106560.0,15372112.590337228,0.00016017563505211688,0.02150488432712484,0.3,95970355200.0,33311026061.50853,0.0,0.0,2063831387.4090838,0.0,2063831387.4090838,106633728000.0,0.9,0.0,0.0,2063831387.4090838,19194071.04,23.0
